Rank,Prev.,Country Flag,Rider,Team,Date of birth,CQ
1279,(1152),https://cqranking.com/common/flags/ESP.gif,LEDESMA GARCIA Gerard,VCF,26/01/2003,20
1280,(-),https://cqranking.com/common/flags/BEL.gif,MELOTTE Matteo,CCA,26/04/2004,20
1281,(-),https://cqranking.com/common/flags/PHI.gif,QUITA Ronnilan,7RP,23/01/1995,19
1282,(-),https://cqranking.com/common/flags/NED.gif,PETERS Marvin,EEW,28/04/2004,19
1283,(1206),https://cqranking.com/common/flags/COL.gif,PIRA PARADA Yesid Albeiro,HIN,28/06/1999,19
1284,(2562),https://cqranking.com/common/flags/AUS.gif,SIMS Oliver,-,07/03/2006,19
1285,(2248),https://cqranking.com/common/flags/FRA.gif,BEAUNE Mavric,VCR,27/11/2001,19
1286,(2861),https://cqranking.com/common/flags/DEN.gif,NIELSEN Emil Nymand,NDT,13/04/2006,19
1287,(2426),https://cqranking.com/common/flags/MLI.gif,DIALLO Tiemoko,-,04/11/2003,19
1288,(1851),https://cqranking.com/common/flags/BEL.gif,SERVRANCKX Gauthier,SQD,07/07/2005,19
1289,(-),https://cqranking.com/common/flags/GEO.gif,KHUTSISHVILI Giorgi,-,04/09/2006,19
1290,(1362),https://cqranking.com/common/flags/MRI.gif,DE COMARMOND Aurelien,THT,03/10/2002,19
1291,(2052),https://cqranking.com/common/flags/CAY.gif,BODDEN Christopher,-,13/01/1994,19
1292,(-),https://cqranking.com/common/flags/CHI.gif,QUIROZ MARTINEZ Tomas,PPZ,07/11/2002,19
1293,(2210),https://cqranking.com/common/flags/ARG.gif,CONTTE Tomas,ALL,01/08/1998,19
1294,(1133),https://cqranking.com/common/flags/VEN.gif,VILORIA VIERAS Enmanuel David,-,11/08/2001,19
1295,(1631),https://cqranking.com/common/flags/TTO.gif,NEAVES Jadian,-,28/03/2006,19
1296,(-),https://cqranking.com/common/flags/CAN.gif,SMITH Adam,AIX,25/09/2006,19
1297,(1640),https://cqranking.com/common/flags/COL.gif,PINZON VILLALBA Edgar Andres,ESC,25/05/2001,19
1298,(2833),https://cqranking.com/common/flags/NOR.gif,HØYDAHL Jonas Kind,VLD,19/12/2005,19
1299,(1208),https://cqranking.com/common/flags/BEL.gif,SANTY Arne,TIS,20/10/2000,19
1300,(2534),https://cqranking.com/common/flags/ITA.gif,LUCCA Simone,GSC,20/09/2000,19
1301,(-),https://cqranking.com/common/flags/HUN.gif,VAS Barnabas,TUS,23/02/2006,19
1302,(1348),https://cqranking.com/common/flags/FRA.gif,RETAILLEAU Valentin,TEN,18/06/2000,19
1303,(1392),https://cqranking.com/common/flags/PUR.gif,GONZALEZ RIVERA Abner,CDF,09/10/2000,19
1304,(-),https://cqranking.com/common/flags/SRB.gif,NIKACEVIC Rastko,TUS,18/03/2007,19
1305,(-),https://cqranking.com/common/flags/BAR.gif,HUTCHINSON Liam,-,26/07/2005,19
1306,(-),https://cqranking.com/common/flags/GUA.gif,CHONAY BATZ Wilson Ottoniel,HIN,14/02/2003,19
1307,(1294),https://cqranking.com/common/flags/BOL.gif,MOYATA CRUZ Eduardo Edwin,PRC,07/02/2000,19
1308,(1423),https://cqranking.com/common/flags/BEL.gif,VAN BYLEN Liam,DCD,27/02/2005,19
1309,(1293),https://cqranking.com/common/flags/GBR.gif,MACLEOD Callum,BKC,08/03/2000,19
1310,(1519),https://cqranking.com/common/flags/GER.gif,HUPPERTZ Joshua,LKH,10/11/1994,18
1311,(1703),https://cqranking.com/common/flags/BUR.gif,YAMEOGO Saturnin,-,20/09/2001,18
1312,(1602),https://cqranking.com/common/flags/CRC.gif,VARELA ZUÑIGA Yewinson Leandro,-,06/10/1995,18
1313,(734),https://cqranking.com/common/flags/AUS.gif,MARRIAGE Zachary,NDT,12/11/2003,18
1314,(-),https://cqranking.com/common/flags/AUS.gif,WALSH Finlay,CBW,13/05/2003,18
1315,(1598),https://cqranking.com/common/flags/COL.gif,AGUIRRE CALPA Hernan Ricardo,TYD,13/12/1995,18
1316,(-),https://cqranking.com/common/flags/SWE.gif,OLARS Anton,-,31/07/2003,18
1317,(-),https://cqranking.com/common/flags/GRE.gif,KOUSIS Georgios,-,12/10/2007,18
1318,(1895),https://cqranking.com/common/flags/CMR.gif,KOSSOKO SADIKOU Jérémie,-,08/11/1998,18
1319,(1295),https://cqranking.com/common/flags/COL.gif,GUTIERREZ BALLESTEROS Carlos Alberto,TNC,25/08/1995,18
1320,(-),https://cqranking.com/common/flags/NZL.gif,HADEN Glenn,-,13/05/1983,18
1321,(-),https://cqranking.com/common/flags/FRA.gif,DESRIAC Loïc,KSZ,21/07/1989,18
1322,(1472),https://cqranking.com/common/flags/ROU.gif,PRECUP Horea-Stefan,-,08/11/2006,18
1323,(1324),https://cqranking.com/common/flags/CHI.gif,KOTSAKIS LAGOS Francisco,PPZ,02/10/1998,18
1324,(2302),https://cqranking.com/common/flags/ITA.gif,SAMBINELLO Enea,UAZ,09/02/2006,18
1325,(1520),https://cqranking.com/common/flags/RSA.gif,GIBBONS Ryan,-,13/08/1994,18
1326,(915),https://cqranking.com/common/flags/NED.gif,LEIJNSE Enzo,ACR,16/07/2001,18
1327,(1608),https://cqranking.com/common/flags/USA.gif,SCALA Jr Hugo,MAP,29/12/1997,18
1328,(-),https://cqranking.com/common/flags/IRI.gif,HOSSEINI Hadi,-,07/02/1990,18
1329,(2505),https://cqranking.com/common/flags/BEL.gif,MOLLY Kenny,VRR,24/12/1996,18
1330,(537),https://cqranking.com/common/flags/COL.gif,CALLEJAS SANTOS Edison Alejandro,ROI,25/11/2000,18
1331,(-),https://cqranking.com/common/flags/AUT.gif,FRIEDL Anatol,RBC,14/04/2007,18
1332,(-),https://cqranking.com/common/flags/ROU.gif,CARBUNAREA Andrei,-,25/04/2005,18
1333,(1344),https://cqranking.com/common/flags/VEN.gif,PINTO LACAO Luis Alfredo,-,30/11/1995,18
1334,(-),https://cqranking.com/common/flags/ITA.gif,BUDA Simone,SOA,14/08/1999,18
1335,(1419),https://cqranking.com/common/flags/IRL.gif,PEDEN George,-,09/11/1999,18
1336,(532),https://cqranking.com/common/flags/GBR.gif,WALLS Matthew,TSM,20/04/1998,18
1337,(1170),https://cqranking.com/common/flags/JPN.gif,KANEKO Sohei,-,14/11/1997,18
1338,(1892),https://cqranking.com/common/flags/KAZ.gif,CHZHAN Igor,QPT,02/10/1999,18
1339,(2525),https://cqranking.com/common/flags/FRA.gif,THEOT Hugo,-,17/08/2001,18
1340,(1333),https://cqranking.com/common/flags/SLO.gif,PETERLIN Nejc,ADR,17/08/2006,18
1341,(-),https://cqranking.com/common/flags/GBR.gif,LAVERICK Joseph,-,06/12/2000,18
1342,(-),https://cqranking.com/common/flags/DOM.gif,OGANDO REYNOSO Jonathan,-,16/07/1985,18
1343,(1462),https://cqranking.com/common/flags/BEL.gif,DOCKX Aaron,APT,28/06/2004,17
1344,(-),https://cqranking.com/common/flags/ESP.gif,UGARTE LARREA Gari,EUS,02/06/2005,17
1345,(2051),https://cqranking.com/common/flags/FRA.gif,MACE Marius,SCO,28/10/2002,17
1346,(2566),https://cqranking.com/common/flags/FRA.gif,VIDAL Victor,BAI,15/12/1998,17
1347,(-),https://cqranking.com/common/flags/FRA.gif,PIERRE Alexis,-,18/11/1998,17
1348,(1756),https://cqranking.com/common/flags/COL.gif,FERNANDEZ GONZALEZ Oscar Hernan,TNC,26/09/2000,17
1349,(2666),https://cqranking.com/common/flags/LTU.gif,ADOMAITIS Rokas,ENT,06/08/2004,17
1350,(1312),https://cqranking.com/common/flags/NED.gif,DORUSSEN Johan,MET,09/08/2003,17
1351,(2322),https://cqranking.com/common/flags/GBS.gif,CA Apolinario,-,24/12/1991,17
1352,(1310),https://cqranking.com/common/flags/DEN.gif,BIEHL Kevin,GEF,08/01/2004,17
1353,(1837),https://cqranking.com/common/flags/RSA.gif,LANGE Tyler,-,19/12/2003,17
1354,(-),https://cqranking.com/common/flags/GBR.gif,DAWSON Oliver,-,19/09/2006,17
1355,(2336),https://cqranking.com/common/flags/ESA.gif,JOYA Jose Dagoberto,-,30/06/1988,17
1356,(841),https://cqranking.com/common/flags/DEN.gif,ANDERSEN Kasper,SWT,01/07/2002,17
1357,(1276),https://cqranking.com/common/flags/BIH.gif,KARIC Vedad,SUS,06/03/1988,17
1358,(1538),https://cqranking.com/common/flags/HUN.gif,FETTER Erik,TUS,05/04/2000,17
1359,(2017),https://cqranking.com/common/flags/BOL.gif,GONZALES SOTO Freddy,-,09/11/1994,17
1360,(1585),https://cqranking.com/common/flags/UZB.gif,TAKHIROV Diyor,SAB,25/12/2005,17
1361,(1153),https://cqranking.com/common/flags/USA.gif,JOHNSON Anders,-,26/02/1998,17
1362,(1066),https://cqranking.com/common/flags/ECU.gif,HARO CRIOLLO Wilson Steven,4RF,05/01/1998,17
1363,(1878),https://cqranking.com/common/flags/KGZ.gif,MATKARIMOV Shakhrukh,-,21/08/2008,17
1364,(851),https://cqranking.com/common/flags/AUS.gif,DYBALL Benjamin,FNX,20/04/1989,17
1365,(-),https://cqranking.com/common/flags/GEO.gif,TARIELASHVILI Giorgi,-,04/11/2006,17
1366,(1197),https://cqranking.com/common/flags/NED.gif,VAN DER WERFF Thom,DPP,14/01/2005,17
1367,(1576),https://cqranking.com/common/flags/COL.gif,URIAN CARO Jose Misael,ESC,02/11/2002,17
1368,(-),https://cqranking.com/common/flags/FRA.gif,LESUEUR Louka,VCR,02/06/2004,17
1369,(291),https://cqranking.com/common/flags/GBR.gif,GEOGHEGAN HART Tao,LTK,30/03/1995,17
1370,(1081),https://cqranking.com/common/flags/BIZ.gif,WILLIAMS Cory,LLA,09/08/1993,17
1371,(669),https://cqranking.com/common/flags/ESP.gif,ALVAREZ RODRIGUEZ Rodrigo,BBH,24/08/1999,17
1372,(-),https://cqranking.com/common/flags/ESP.gif,URKAREGI SANZ Eñaut,LTF,02/04/2007,17
1373,(1220),https://cqranking.com/common/flags/CZE.gif,BOROS Michael,KCR,09/08/1992,17
1374,(-),https://cqranking.com/common/flags/BLR.gif,SLESARENKO Ilya,BIE,22/02/2007,17
1375,(845),https://cqranking.com/common/flags/SLO.gif,KOMAC Nejc,FRT,20/06/2003,17
1376,(2890),https://cqranking.com/common/flags/CHI.gif,BAEZA MUÑOZ Cristobal,PPZ,09/10/2002,17
1377,(1726),https://cqranking.com/common/flags/MNE.gif,LAZAREVIC Milos,-,08/06/1984,17
1378,(2144),https://cqranking.com/common/flags/TTO.gif,WOODS Tariq,-,15/01/2002,17
1379,(1250),https://cqranking.com/common/flags/ESA.gif,RODRIGUEZ RODRIGUEZ Brandon Ulises,-,23/03/2001,17
1380,(-),https://cqranking.com/common/flags/GRE.gif,WOODGATE Louis Joel,-,29/05/2002,17
1381,(1800),https://cqranking.com/common/flags/BOT.gif,MOKALAKE Thabiso,-,23/02/1999,17
1382,(-),https://cqranking.com/common/flags/CZE.gif,TOMAN Patrik,KCR,27/02/2005,16
1383,(2173),https://cqranking.com/common/flags/ITA.gif,GIALLI Matteo,-,25/10/2004,16
1384,(-),https://cqranking.com/common/flags/BLR.gif,BABOVICH Mikita,BVD,19/04/2007,16
1385,(2126),https://cqranking.com/common/flags/MAR.gif,BDADOU Youssef,-,18/06/2000,16
1386,(1262),https://cqranking.com/common/flags/MAR.gif,EL KOURAJI Mohcine,-,01/12/1997,16
1387,(770),https://cqranking.com/common/flags/THA.gif,SIRIRONNACHAI Sarawut,-,23/08/1992,16
1388,(2785),https://cqranking.com/common/flags/KAZ.gif,ZHUMAKAN Alisher,XAD,17/01/1997,16
1389,(1850),https://cqranking.com/common/flags/BEL.gif,GEERAERTS Ferre,TFB,11/01/2003,16
1390,(-),https://cqranking.com/common/flags/ERI.gif,BEREKET Naod,-,17/02/2007,16
1391,(1977),https://cqranking.com/common/flags/TUR.gif,AKPINAR Ahmet,KBB,02/06/2002,16
1392,(-),https://cqranking.com/common/flags/IRL.gif,FEELEY Daire,-,04/12/1996,16
1393,(1677),https://cqranking.com/common/flags/UKR.gif,SYDOR Sergiy,HST,25/10/2002,16
1394,(504),https://cqranking.com/common/flags/GBR.gif,GRANGER Ben,TFT,08/08/2000,16
1395,(1377),https://cqranking.com/common/flags/NED.gif,SOLEN Keije,LWD,27/03/2006,16
1396,(-),https://cqranking.com/common/flags/GBR.gif,O'BRIEN Finn,DPP,23/11/2007,16
1397,(1227),https://cqranking.com/common/flags/ESP.gif,RODRIGUEZ GARAICOECHEA Oscar,NCI,06/05/1995,16
1398,(1194),https://cqranking.com/common/flags/PUR.gif,MORALES FONTAN Christopher,-,05/06/2002,16
1399,(1912),https://cqranking.com/common/flags/ESP.gif,AZNAR VIJUESCA Hugo,EKP,01/12/2003,16
1400,(-),https://cqranking.com/common/flags/COL.gif,GORDILLO SANCHEZ Emerson Ronaldo,TNC,02/06/2005,16
1401,(-),https://cqranking.com/common/flags/FRA.gif,LAMBERT-WETZEL Tom,VVB,12/06/2005,16
1402,(1218),https://cqranking.com/common/flags/ERI.gif,BERHANE Natnael Teweldemedhin,IST,05/01/1991,16
1403,(-),https://cqranking.com/common/flags/CZE.gif,KADLEC Milan,KCR,27/04/2004,16
1404,(1508),https://cqranking.com/common/flags/ITA.gif,FANTINI Christian,SOA,31/10/2006,16
1405,(1450),https://cqranking.com/common/flags/CZE.gif,RIMAN Jakub,ATT,23/11/2000,16
1406,(515),https://cqranking.com/common/flags/LUX.gif,JUNGELS Bob,NCI,22/09/1992,15
1407,(-),https://cqranking.com/common/flags/IRI.gif,JAMAHISIAN GHALEHSEFIDI Amir Hossein,-,13/01/1999,15
1408,(1387),https://cqranking.com/common/flags/GER.gif,RÖBER Dominik,VBG,12/10/1999,15
1409,(1239),https://cqranking.com/common/flags/SWE.gif,MERLÖV Ville,BPC,17/03/2005,15
1410,(2378),https://cqranking.com/common/flags/HON.gif,DIAZ SORTO Christopher Jair,4RF,11/10/2002,15
1411,(711),https://cqranking.com/common/flags/GER.gif,WILKSCH Hannes,TUD,30/10/2001,15
1412,(757),https://cqranking.com/common/flags/ITA.gif,EPIS Giosué,-,04/03/2002,15
1413,(1899),https://cqranking.com/common/flags/BEN.gif,ATTAI Kocou Corneil,-,06/03/2002,15
1414,(2265),https://cqranking.com/common/flags/FRA.gif,MARCEROU Nicola,TEN,23/09/2002,15
1415,(1572),https://cqranking.com/common/flags/DMA.gif,BARON Kohath,-,10/10/2002,15
1416,(1952),https://cqranking.com/common/flags/BEL.gif,BELMANS Lennert,APT,15/02/2002,15
1417,(988),https://cqranking.com/common/flags/GUA.gif,VASQUEZ VASQUEZ Juan Mardoqueo,HIN,19/06/1995,15
1418,(-),https://cqranking.com/common/flags/ANG.gif,GONÇALVES Jorge,-,18/01/2006,15
1419,(2056),https://cqranking.com/common/flags/USA.gif,MOORE Viggo,TIR,08/05/2004,15
1420,(-),https://cqranking.com/common/flags/EGY.gif,ELSAID Omar,-,26/06/2005,15
1421,(-),https://cqranking.com/common/flags/BAH.gif,JONES Rowshan,-,11/12/1982,15
1422,(1580),https://cqranking.com/common/flags/ESP.gif,DIAZ ALVAREZ Alex,CJR,28/07/2001,15
1423,(-),https://cqranking.com/common/flags/BEL.gif,JACQUES Lucas,CCA,28/05/2003,15
1424,(1162),https://cqranking.com/common/flags/SUI.gif,TISSIERES Arnaud,EFC,14/05/1996,15
1425,(1083),https://cqranking.com/common/flags/FRA.gif,GUEGAN Maël,CIC,19/01/1998,15
1426,(1468),https://cqranking.com/common/flags/UKR.gif,HOVORUN Bohdan,CTU,11/03/2005,15
1427,(-),https://cqranking.com/common/flags/AUS.gif,MILOSTIC Lindon,STG,28/10/2006,15
1428,(-),https://cqranking.com/common/flags/NAM.gif,SUREN Roger,-,15/09/2007,15
1429,(1214),https://cqranking.com/common/flags/CAN.gif,RAMSAY Noah,APD,15/12/2002,15
1430,(1564),https://cqranking.com/common/flags/ARG.gif,KALEJMAN QUIROGA Mateo,-,14/09/2004,15
1431,(-),https://cqranking.com/common/flags/USA.gif,MCBIRNEY Tim,PEC,06/08/1998,15
1432,(1764),https://cqranking.com/common/flags/CZE.gif,BARTA Martin,ATT,22/05/2005,15
1433,(1727),https://cqranking.com/common/flags/CIV.gif,CISSE Issiaka,-,20/09/1991,15
1434,(-),https://cqranking.com/common/flags/KEN.gif,WAIRIMU Kamau Peterson,-,18/09/2002,15
1435,(967),https://cqranking.com/common/flags/MAR.gif,AIT EL ABDIA Anass,-,21/03/1993,15
1436,(-),https://cqranking.com/common/flags/IRI.gif,SEYED GHALICHI Seyed Milad Mohammad,-,11/12/1986,15
1437,(-),https://cqranking.com/common/flags/RUS.gif,BEREZNYAK Aleksandr,CDT,05/11/2001,15
1438,(2187),https://cqranking.com/common/flags/ESP.gif,LOZANO RIBA David,TNN,21/12/1988,15
1439,(685),https://cqranking.com/common/flags/GBR.gif,STEWART Mark,MAP,25/08/1995,15
1440,(2071),https://cqranking.com/common/flags/CYP.gif,ACHAS Christodoulos,-,03/09/2005,15
1441,(1009),https://cqranking.com/common/flags/NZL.gif,ROBERTS Reef,CGF,20/12/2006,15
1442,(1198),https://cqranking.com/common/flags/MRI.gif,RABOUDE Jeremy,-,27/10/2005,15
1443,(1445),https://cqranking.com/common/flags/GUY.gif,JOHN Briton,-,16/01/2000,15
1444,(1236),https://cqranking.com/common/flags/DEN.gif,HAUGSTED Conrad,TCQ,13/01/2005,15
1445,(-),https://cqranking.com/common/flags/BEL.gif,DE BOCK Aless,APD,04/07/2006,15
1446,(792),https://cqranking.com/common/flags/EST.gif,LAUK Karl Patrick,CDT,09/01/1997,15
1447,(-),https://cqranking.com/common/flags/ZAM.gif,PUTEHO Gift,-,23/02/2005,15
1448,(-),https://cqranking.com/common/flags/LBN.gif,ALASMAR Khalil,-,09/10/1982,15
1449,(1723),https://cqranking.com/common/flags/ETH.gif,DEBAY Filimon Zerabruk,-,29/01/2001,15
1450,(2387),https://cqranking.com/common/flags/LAO.gif,MILAKONG Ananxay,-,27/09/1993,15
1451,(-),https://cqranking.com/common/flags/GBS.gif,CA Elias,-,10/05/1993,15
1452,(1725),https://cqranking.com/common/flags/JOR.gif,ALREJJAL Mo'men Abed Alhakeem,-,12/08/1997,15
1453,(1111),https://cqranking.com/common/flags/NED.gif,AGRICOLA Danijel,MET,15/02/2006,15
1454,(-),https://cqranking.com/common/flags/IRI.gif,MIRBAGHERI Seyyed Mohammad Nabi,STC,14/04/2007,15
1455,(-),https://cqranking.com/common/flags/ARG.gif,JUAREZ Daniel Omar,-,14/03/1988,15
1456,(-),https://cqranking.com/common/flags/MNE.gif,LUKOVIC Danilo,-,04/05/2005,15
1457,(-),https://cqranking.com/common/flags/SLO.gif,PRITRZNIK Jon,PGL,26/12/2006,15
1458,(1549),https://cqranking.com/common/flags/SWZ.gif,JELE Kwanele,-,18/06/2000,15
1459,(2020),https://cqranking.com/common/flags/LTU.gif,KMIELIAUSKAS Rokas,ENT,22/08/2000,15
1460,(1497),https://cqranking.com/common/flags/ERI.gif,MEDHANIE Natan,-,01/02/2000,15
1461,(-),https://cqranking.com/common/flags/BUL.gif,TRENCHEV Kristiyan,-,04/12/1996,15
1462,(-),https://cqranking.com/common/flags/CRO.gif,TOMIC Ivan Luka,-,22/06/2005,15
1463,(-),https://cqranking.com/common/flags/PER.gif,NAVARRO CALLE Royner Grover,-,01/08/1992,15
1464,(-),https://cqranking.com/common/flags/DOM.gif,RAMOS VARGAS Alberto Rafael,-,26/05/1992,15
1465,(1664),https://cqranking.com/common/flags/MAS.gif,ZARIFF Muhammad Nur Aiman,TSG,01/10/1997,15
1466,(983),https://cqranking.com/common/flags/GBR.gif,SMITH William,VLD,21/03/2004,15
1467,(1173),https://cqranking.com/common/flags/BEL.gif,VANDEPUTTE Niels,APD,19/09/2000,15
1468,(-),https://cqranking.com/common/flags/JAM.gif,FRANCIS Khalil,-,20/08/2007,15
1469,(2355),https://cqranking.com/common/flags/FRA.gif,AVOINE Kévin,VRR,14/11/1997,15
1470,(-),https://cqranking.com/common/flags/SEN.gif,MEUNIER SOW Neriah,-,24/04/2005,15
1471,(1515),https://cqranking.com/common/flags/MKD.gif,PETROVSKI Stefan,-,02/11/1991,15
1472,(-),https://cqranking.com/common/flags/NED.gif,VISSER Guillaume,EEW,23/07/2000,15
1473,(-),https://cqranking.com/common/flags/GBR.gif,TANFIELD Charlie,-,17/11/1996,15
1474,(990),https://cqranking.com/common/flags/COL.gif,ARDILA ORDOÑEZ Andres Camilo,TNC,02/06/1999,15
1475,(-),https://cqranking.com/common/flags/SWE.gif,KARLSSON Anton,-,27/05/2007,15
1476,(-),https://cqranking.com/common/flags/SRB.gif,DAVIDOV Igor,-,09/10/2007,15
1477,(1471),https://cqranking.com/common/flags/ISR.gif,EDINGER Roei,NDT,09/05/2006,15
1478,(-),https://cqranking.com/common/flags/CHN.gif,WANG Kuicheng,BDR,22/07/2000,15
1479,(1381),https://cqranking.com/common/flags/HKG.gif,LAU Wan Yau Vincent,ROI,23/09/1996,15
1480,(1303),https://cqranking.com/common/flags/LES.gif,MAKATILE Kabelo,-,21/03/2003,15
1481,(-),https://cqranking.com/common/flags/HUN.gif,HANCZ Tamas,-,15/04/2006,14
1482,(-),https://cqranking.com/common/flags/ITA.gif,BONOMETTI Michele,-,11/01/2006,14
1483,(996),https://cqranking.com/common/flags/GER.gif,KESSLER Bruno,TUU,09/09/2005,14
1484,(1406),https://cqranking.com/common/flags/ALB.gif,VELIA Olsian,SUS,20/01/1994,14
1485,(1742),https://cqranking.com/common/flags/HKG.gif,CHU Tsun Wai,HKS,09/07/2001,14
1486,(-),https://cqranking.com/common/flags/UKR.gif,ZOZULIA Andrii,CTU,28/06/2004,14
1487,(1103),https://cqranking.com/common/flags/SRB.gif,ILIC Ognjen,BUB,21/11/1998,14
1488,(1302),https://cqranking.com/common/flags/MLT.gif,BUTTIGIEG Aidan,PTV,18/07/1997,14
1489,(1997),https://cqranking.com/common/flags/ANT.gif,MARSH Robert Frances,-,20/12/1968,14
1490,(1836),https://cqranking.com/common/flags/ROU.gif,HARASIM Mihnea-Alexandru,TSL,28/04/2004,14
1491,(1396),https://cqranking.com/common/flags/ALB.gif,KLOPPENBORG Lukas Sulaj,SUS,09/12/2001,14
1492,(1599),https://cqranking.com/common/flags/NAM.gif,FREYER Martin,-,04/10/1995,14
1493,(1321),https://cqranking.com/common/flags/FRA.gif,RAUGEL Antoine,VRR,14/02/1999,14
1494,(2106),https://cqranking.com/common/flags/EST.gif,RÄIM Mihkel,QPT,03/07/1993,14
1495,(1882),https://cqranking.com/common/flags/LCA.gif,ESNARD Fidel,-,25/02/1978,14
1496,(-),https://cqranking.com/common/flags/FRA.gif,FERREIRA Louis,ACR,09/08/2000,14
1497,(1393),https://cqranking.com/common/flags/MAR.gif,ED DOGHMY Achraf,-,19/11/1999,14
1498,(862),https://cqranking.com/common/flags/ESP.gif,GARCIA SORIANO Jose Maria,MRT,17/11/1998,14
1499,(1279),https://cqranking.com/common/flags/VIN.gif,BAILEY Zefal Trevor,-,30/09/1996,14
1500,(-),https://cqranking.com/common/flags/ROU.gif,CAZACEANU Tudor,-,05/02/2000,14
1501,(1524),https://cqranking.com/common/flags/UZB.gif,ROSTOVTSEV Sergey,BCS,02/06/1997,14
1502,(-),https://cqranking.com/common/flags/ITA.gif,NEMBRINI Diego,GEF,16/04/2006,14
1503,(1438),https://cqranking.com/common/flags/JAM.gif,RAMSAY Andrew,-,24/09/1998,14
1504,(1201),https://cqranking.com/common/flags/JOR.gif,ABU HARRAH Majid Basim,-,12/07/1996,14
1505,(-),https://cqranking.com/common/flags/USA.gif,KREIKEMEIER Kade,MUZ,05/07/2004,14
1506,(2799),https://cqranking.com/common/flags/DEN.gif,HANSEN Tobias Aagaard,TCQ,10/03/2002,14
1507,(2158),https://cqranking.com/common/flags/ITA.gif,MARTINI Marco,TER,30/06/2005,14
1508,(1477),https://cqranking.com/common/flags/IRI.gif,ARIYAN Behnam,-,11/04/1990,14
1509,(949),https://cqranking.com/common/flags/BEL.gif,MEENS Johan,AAR,07/07/1999,14
1510,(2672),https://cqranking.com/common/flags/EGY.gif,METAWEA Mahmoud,-,04/06/2002,14
1511,(441),https://cqranking.com/common/flags/ESP.gif,OKAMIKA BENGOETXEA Ander,BBH,02/04/1993,14
1512,(1710),https://cqranking.com/common/flags/KOS.gif,KASTRATI Albion,CLN,28/09/2003,14
1513,(1326),https://cqranking.com/common/flags/BUR.gif,RAWENDE Moucaila,-,00/00/1997,14
1514,(-),https://cqranking.com/common/flags/POL.gif,LATKOWSKI Dawid,VOS,18/11/2005,14
1515,(2297),https://cqranking.com/common/flags/BRA.gif,SANTOS Vinicius Silva,-,30/07/2004,14
1516,(-),https://cqranking.com/common/flags/KEN.gif,KIMANI Evan Wangai,-,08/02/1996,14
1517,(-),https://cqranking.com/common/flags/ESP.gif,CUBILLAS SALVADOR Javier,MOY,28/02/2007,13
1518,(2397),https://cqranking.com/common/flags/DEN.gif,LYSGAARD Boas,BPC,22/11/2004,13
1519,(2325),https://cqranking.com/common/flags/VEN.gif,GALVIZ GARCIA Carlos Johan,-,27/10/1988,13
1520,(474),https://cqranking.com/common/flags/NED.gif,MEIJERS Jeroen,VSC,12/01/1993,13
1521,(753),https://cqranking.com/common/flags/AUS.gif,MONK Cyrus,FNX,07/11/1996,13
1522,(1939),https://cqranking.com/common/flags/CZE.gif,BARTA Tomas,IST,28/04/1999,13
1523,(-),https://cqranking.com/common/flags/RUS.gif,IVANOV Viacheslav,CDF,01/08/2002,13
1524,(-),https://cqranking.com/common/flags/POL.gif,HELTA Filip,MSP,04/09/1997,13
1525,(-),https://cqranking.com/common/flags/BEL.gif,BELLENS Jarno,BPL,18/07/2000,13
1526,(833),https://cqranking.com/common/flags/RUS.gif,SHICHKIN Vlas,-,25/01/2002,13
1527,(2310),https://cqranking.com/common/flags/BUR.gif,ILBOUDO Soumaila,-,16/08/2004,13
1528,(-),https://cqranking.com/common/flags/VEN.gif,GOYO PIÑA Jesus Miguel,-,14/07/2004,13
1529,(-),https://cqranking.com/common/flags/ITA.gif,CRESCIOLI Giosue,-,20/04/2001,13
1530,(1205),https://cqranking.com/common/flags/SVK.gif,KASKO David,DKB,24/04/1997,13
1531,(1887),https://cqranking.com/common/flags/COL.gif,GIL SANCHEZ Angel Alexander,GES,25/09/1992,13
1532,(1361),https://cqranking.com/common/flags/BEL.gif,WOUTERS Rutger,-,10/08/1991,13
1533,(-),https://cqranking.com/common/flags/GBR.gif,TARLING Finlay,NDT,02/10/2006,13
1534,(-),https://cqranking.com/common/flags/NED.gif,UPTEGROVE Ed,EEW,10/10/2005,13
1535,(-),https://cqranking.com/common/flags/GER.gif,BRENNER Mauro,RRN,01/09/2004,13
1536,(2078),https://cqranking.com/common/flags/NOR.gif,DAHL Marius Innhaug,DCD,19/05/2006,13
1537,(-),https://cqranking.com/common/flags/USA.gif,SHELTON Noah,PEC,29/08/2006,13
1538,(-),https://cqranking.com/common/flags/FRA.gif,BODET Vincent,VDU,11/06/2005,13
1539,(889),https://cqranking.com/common/flags/AUS.gif,AGNOLETTO Blake,CGF,21/10/2002,13
1540,(-),https://cqranking.com/common/flags/GBR.gif,KIMBER George,-,10/11/1999,13
1541,(-),https://cqranking.com/common/flags/GBR.gif,BRAND Sam,TNN,27/02/1991,13
1542,(1968),https://cqranking.com/common/flags/ITA.gif,MENGHINI Alessio,TER,03/12/2004,13
1543,(-),https://cqranking.com/common/flags/DEN.gif,BUGGE Markus Klitgaard,-,06/05/1999,13
1544,(1269),https://cqranking.com/common/flags/BIZ.gif,GONZALEZ Jyven,LLA,23/03/2002,13
1545,(1115),https://cqranking.com/common/flags/FRA.gif,MANZIN Lorrenzo,TEN,26/07/1994,13
